,member_id,attendance_date,facility,check_in_time
6885,M00208,2026-01-07,football,10:30
6886,M00059,2026-02-18,badminton,13:15
6887,M00094,2026-07-21,swimming pool,15:30
6888,M00010,2026-07-08,swimming pool,12:45
6889,M00240,2026-03-16,gym,14:00
6890,M00181,2026-07-24,gym,07:30
6891,M00169,2026-04-01,basketball,16:00
6892,M00028,2026-03-14,basketball,14:00
6893,M00140,2026-07-24,swimming pool,10:30
6894,M00310,2026-04-15,gym,08:00
6895,M00117,2026-02-22,badminton,13:30
6896,M00515,2026-07-01,badminton,21:00
6897,M00207,2026-02-24,football,19:15
6898,M00473,2026-04-20,football,19:00
6899,M00191,2026-05-07,swimming pool,15:15
6900,M00119,2026-07-16,gym,10:00
6901,M00170,2026-06-08,gym,12:00
6902,M00230,2026-01-11,gym,15:30
6903,M00574,2026-01-09,swimming pool,07:00
6904,M00593,2026-04-08,basketball,15:30
6905,M00162,2026-02-18,gym,09:00
6906,M00526,2026-02-09,gym,12:15
6907,M00329,2026-04-11,football,12:00
6908,M00453,2026-02-08,swimming pool,19:45
6909,M00501,2026-01-14,badminton,08:45
6910,M00088,2026-01-03,swimming pool,08:00
6911,M00519,2026-07-23,basketball,15:00
6912,M00329,2026-07-28,gym,09:15
6913,M00211,2026-07-20,swimming pool,06:15
6914,M00279,2026-07-24,badminton,17:45
6915,M00029,2026-05-07,gym,14:45
6916,M00401,2026-03-30,gym,21:45
6917,M00356,2026-07-12,swimming pool,17:45
6918,M00156,2026-02-27,gym,18:15
6919,M00121,2026-04-11,gym,12:45
6920,M00516,2026-07-06,gym,08:00
6921,M00324,2026-07-17,basketball,06:15
6922,M00588,2026-06-06,basketball,12:00
6923,M00435,2026-04-13,basketball,06:00
6924,M00354,2026-06-02,football,14:45
6925,M00407,2026-04-12,football,13:15
6926,M00254,2026-02-25,basketball,07:00
6927,M00505,2026-01-28,badminton,06:00
6928,M00594,2026-05-07,gym,14:00
6929,M00573,2026-04-18,swimming pool,13:15
6930,M00222,2026-03-18,swimming pool,06:45
6931,M00346,2026-08-16,football,21:30
6932,M00293,2026-08-14,football,12:15
6933,M00250,2026-04-30,badminton,06:45
6934,M00191,2026-02-06,football,16:15
6935,M00383,2026-05-21,badminton,14:30
6936,M00324,2026-08-11,gym,12:00
6937,M00590,2026-04-18,gym,12:30
6938,M00532,2026-08-09,swimming pool,13:45
6939,M00508,2026-05-19,football,12:45
6940,M00201,2026-04-12,football,12:15
6941,M00247,2026-05-17,gym,07:30
6942,M00242,2026-04-16,badminton,20:30
6943,M00532,2026-03-21,basketball,19:30
6944,M00530,2026-04-21,basketball,14:00
6945,M00403,2026-03-01,basketball,08:15
6946,M00040,2026-04-13,swimming pool,09:45
6947,M00341,2026-03-30,swimming pool,20:45
6948,M00410,2026-01-10,gym,14:30
6949,M00526,2026-03-19,gym,09:00
6950,M00276,2026-03-06,gym,17:45
6951,M00183,2026-05-20,gym,15:15
6952,M00389,2026-08-17,gym,08:45
6953,M00552,2026-04-08,gym,09:30
6954,M00396,2026-08-23,gym,12:45
6955,M00078,2026-01-23,football,11:45
6956,M00023,2026-07-20,badminton,16:30
6957,M00277,2026-04-08,badminton,14:15
6958,M00408,2026-05-09,swimming pool,18:30
6959,M00238,2026-05-08,basketball,08:30
6960,M00028,2026-02-20,badminton,14:30
6961,M00288,2026-03-28,football,17:45
6962,M00435,2026-01-08,gym,13:00
6963,M00089,2026-01-24,football,19:15
6964,M00156,2026-05-08,swimming pool,13:45
6965,M00483,2026-08-21,badminton,10:00
6966,M00456,2026-07-10,swimming pool,18:15
6967,M00548,2026-04-05,gym,16:45
6968,M00022,2026-07-22,football,12:30
6969,M00031,2026-07-19,football,08:45
6970,M00370,2026-01-09,football,09:00
6971,M00194,2026-04-16,badminton,06:15
6972,M00282,2026-07-28,football,14:30
6973,M00194,2026-08-12,basketball,20:00
6974,M00016,2026-06-26,basketball,11:45
6975,M00585,2026-03-26,football,16:00
6976,M00313,2026-07-27,swimming pool,17:30
6977,M00292,2026-06-06,basketball,19:30
6978,M00301,2026-02-05,gym,21:30
6979,M00446,2026-02-03,basketball,16:15
6980,M00513,2026-01-02,gym,09:45
6981,M00069,2026-06-15,basketball,12:30
6982,M00314,2026-04-29,football,15:30
6983,M00600,2026-02-17,swimming pool,16:00
6984,M00420,2026-07-02,swimming pool,13:15
6985,M00433,2026-03-13,football,21:00
6986,M00048,2026-01-14,gym,20:00
6987,M00477,2026-05-23,gym,10:30
6988,M00346,2026-04-25,basketball,08:15
6989,M00042,2026-08-08,badminton,15:30
6990,M00093,2026-06-28,badminton,11:15
6991,M00321,2026-07-02,badminton,10:15
6992,M00219,2026-05-04,swimming pool,21:30
6993,M00416,2026-06-18,basketball,09:15
6994,M00050,2026-08-24,swimming pool,19:30
6995,M00388,2026-03-12,basketball,21:00
6996,M00085,2026-03-29,football,10:00
6997,M00538,2026-08-10,basketball,07:30
6998,M00075,2026-08-27,gym,21:00
6999,M00119,2026-04-17,gym,08:30
7000,M00411,2026-03-07,badminton,18:00
7001,M00106,2026-05-30,football,13:00
7002,M00591,2026-04-28,badminton,15:15
7003,M00310,2026-08-12,basketball,12:30
7004,M00190,2026-03-03,basketball,21:30
7005,M00573,2026-06-22,basketball,20:00
7006,M00058,2026-05-01,football,09:15
7007,M00349,2026-03-04,swimming pool,16:00
7008,M00161,2026-01-23,football,06:15
7009,M00170,2026-04-14,basketball,07:45
7010,M00416,2026-04-16,gym,10:45
7011,M00370,2026-08-22,swimming pool,12:30
7012,M00471,2026-01-17,basketball,15:45
7013,M00543,2026-02-04,gym,06:00
7014,M00194,2026-06-24,basketball,06:00
7015,M00458,2026-01-12,swimming pool,21:00
7016,M00541,2026-06-11,football,19:45
7017,M00594,2026-02-27,swimming pool,07:45
7018,M00036,2026-05-27,football,13:30
7019,M00517,2026-03-11,football,10:45
7020,M00504,2026-07-04,badminton,20:45
7021,M00181,2026-06-07,basketball,17:00
7022,M00487,2026-07-24,badminton,14:30
7023,M00405,2026-03-23,basketball,10:45
7024,M00483,2026-04-12,badminton,14:00
7025,M00523,2026-02-11,football,09:45
7026,M00278,2026-05-08,basketball,17:00
7027,M00042,2026-02-19,badminton,16:15
7028,M00153,2026-01-16,swimming pool,19:15
7029,M00407,2026-06-06,swimming pool,07:15
7030,M00129,2026-08-05,basketball,14:30
7031,M00176,2026-08-26,badminton,20:15
7032,M00248,2026-01-03,football,07:45
7033,M00265,2026-07-18,gym,18:15
7034,M00344,2026-01-23,basketball,16:15
7035,M00153,2026-03-11,basketball,18:45
7036,M00377,2026-02-01,swimming pool,16:15
7037,M00494,2026-07-14,football,06:00
7038,M00367,2026-08-04,swimming pool,18:45
7039,M00214,2026-02-19,swimming pool,21:45
7040,M00237,2026-02-25,badminton,10:15
7041,M00546,2026-08-30,badminton,18:15
7042,M00533,2026-03-01,basketball,10:15
7043,M00510,2026-06-22,swimming pool,11:30
7044,M00594,2026-02-23,gym,07:15
7045,M00235,2026-07-03,basketball,07:00
7046,M00557,2026-06-27,football,15:15
7047,M00213,2026-03-06,gym,12:45
7048,M00012,2026-03-10,swimming pool,12:15
7049,M00202,2026-06-24,gym,12:30
7050,M00376,2026-04-13,gym,10:30
7051,M00499,2026-08-17,football,06:30
7052,M00476,2026-02-26,basketball,09:30
7053,M00117,2026-05-03,basketball,18:00
7054,M00396,2026-03-17,badminton,17:30
7055,M00310,2026-07-06,swimming pool,09:30
7056,M00502,2026-06-20,football,13:45
7057,M00162,2026-04-22,badminton,06:30
7058,M00212,2026-07-02,swimming pool,20:15
7059,M00439,2026-05-14,football,17:15
7060,M00270,2026-07-05,swimming pool,12:00
7061,M00227,2026-06-04,basketball,20:15
7062,M00217,2026-01-21,badminton,06:15
7063,M00169,2026-01-25,football,17:45
7064,M00354,2026-07-24,badminton,08:00
7065,M00131,2026-03-26,gym,18:45
7066,M00445,2026-08-13,football,18:00
7067,M00413,2026-06-15,basketball,13:30
7068,M00507,2026-04-17,basketball,08:30
7069,M00582,2026-05-28,football,19:15
7070,M00146,2026-05-24,football,17:00
7071,M00001,2026-03-01,football,16:15
7072,M00318,2026-02-07,basketball,18:15
7073,M00157,2026-01-27,badminton,17:45
7074,M00248,2026-08-21,basketball,15:15
7075,M00587,2026-06-23,basketball,13:30
7076,M00345,2026-08-23,football,15:00
7077,M00206,2026-05-23,football,17:30
7078,M00293,2026-04-17,badminton,19:30
7079,M00204,2026-01-20,basketball,07:45
7080,M00223,2026-01-09,gym,10:00
7081,M00017,2026-06-19,swimming pool,20:15
7082,M00390,2026-06-21,basketball,13:15
7083,M00360,2026-07-08,basketball,20:15
7084,M00191,2026-02-13,swimming pool,15:45
7085,M00275,2026-05-25,swimming pool,08:45
7086,M00401,2026-01-02,gym,09:00
7087,M00011,2026-03-19,football,19:45
7088,M00024,2026-07-11,basketball,12:15
7089,M00424,2026-03-21,badminton,20:15
7090,M00481,2026-05-12,badminton,17:30
7091,M00094,2026-05-04,basketball,07:00
7092,M00203,2026-05-07,gym,19:30
7093,M00375,2026-06-13,football,09:00
7094,M00293,2026-03-31,basketball,13:30
7095,M00429,2026-04-22,football,15:30
7096,M00506,2026-07-22,swimming pool,13:45
7097,M00563,2026-08-14,gym,16:15
7098,M00514,2026-08-30,football,06:30
7099,M00399,2026-04-22,badminton,08:15
7100,M00454,2026-05-19,badminton,20:45
7101,M00093,2026-06-01,football,13:45
7102,M00281,2026-03-04,badminton,17:00
7103,M00413,2026-05-11,badminton,12:00
7104,M00405,2026-02-10,badminton,07:15
7105,M00246,2026-01-12,football,18:30
7106,M00403,2026-07-25,football,11:30
7107,M00228,2026-03-18,swimming pool,17:30
7108,M00542,2026-04-14,football,16:15
7109,M00115,2026-02-17,gym,17:45
7110,M00033,2026-07-30,swimming pool,20:00
7111,M00006,2026-05-14,football,07:15
7112,M00339,2026-08-11,badminton,19:30
7113,M00391,2026-04-20,gym,15:00
7114,M00218,2026-05-03,basketball,14:45
7115,M00283,2026-04-28,basketball,09:00
7116,M00437,2026-01-21,swimming pool,11:00
7117,M00347,2026-01-12,swimming pool,18:30
7118,M00360,2026-05-22,basketball,08:00
7119,M00044,2026-07-21,badminton,09:30
7120,M00534,2026-06-04,swimming pool,12:15
7121,M00382,2026-02-03,football,19:45
7122,M00002,2026-01-26,swimming pool,16:30
7123,M00001,2026-07-16,gym,11:30
7124,M00494,2026-02-19,football,06:00
7125,M00032,2026-01-18,swimming pool,15:30
7126,M00477,2026-01-25,football,08:30
7127,M00573,2026-01-15,basketball,08:30
7128,M00582,2026-07-17,football,09:15
7129,M00411,2026-06-10,badminton,07:30
7130,M00345,2026-01-31,football,09:15
7131,M00591,2026-04-16,football,20:00
7132,M00514,2026-04-21,basketball,08:45
7133,M00008,2026-05-18,gym,15:15
7134,M00209,2026-07-01,swimming pool,17:00
7135,M00503,2026-08-24,gym,19:00
7136,M00158,2026-06-01,swimming pool,12:15
7137,M00077,2026-07-15,swimming pool,14:30
7138,M00168,2026-02-04,gym,14:00
7139,M00054,2026-08-30,swimming pool,21:00
7140,M00483,2026-05-07,badminton,17:45
7141,M00159,2026-07-03,basketball,14:00
7142,M00398,2026-04-13,gym,08:15
7143,M00425,2026-07-21,swimming pool,07:15
7144,M00061,2026-04-10,football,17:00
7145,M00440,2026-03-23,basketball,08:15
7146,M00113,2026-01-31,football,19:00
7147,M00065,2026-05-19,gym,09:15
7148,M00236,2026-08-12,football,13:15
7149,M00061,2026-02-16,badminton,17:45
7150,M00595,2026-07-04,swimming pool,07:45
7151,M00155,2026-02-26,gym,15:30
7152,M00441,2026-05-23,football,09:00
7153,M00597,2026-06-30,basketball,09:45
7154,M00561,2026-01-13,badminton,17:00
7155,M00353,2026-02-11,gym,08:15
7156,M00051,2026-08-04,swimming pool,19:00
7157,M00532,2026-02-01,basketball,14:00
7158,M00571,2026-07-16,gym,14:30
7159,M00417,2026-08-03,gym,08:45
7160,M00105,2026-03-07,gym,13:30
7161,M00436,2026-05-25,badminton,14:30
7162,M00580,2026-08-13,badminton,06:45
7163,M00012,2026-06-01,badminton,07:45
7164,M00135,2026-06-27,basketball,14:30
7165,M00408,2026-04-21,football,13:30
7166,M00586,2026-06-17,gym,21:30
7167,M00146,2026-06-05,badminton,08:30
7168,M00147,2026-06-20,football,06:30
7169,M00368,2026-04-27,basketball,19:15
7170,M00324,2026-08-06,swimming pool,15:45
7171,M00416,2026-07-12,basketball,08:30
7172,M00200,2026-01-12,gym,18:30
7173,M00508,2026-02-05,football,18:00
7174,M00481,2026-03-17,basketball,16:00
7175,M00138,2026-07-20,basketball,10:45
7176,M00398,2026-01-22,gym,18:45
7177,M00141,2026-07-16,football,18:45
7178,M00009,2026-07-16,swimming pool,15:15
7179,M00277,2026-07-26,basketball,19:45
7180,M00048,2026-02-01,basketball,17:45
7181,M00162,2026-08-03,basketball,21:30
7182,M00046,2026-02-10,gym,17:45
7183,M00136,2026-02-22,gym,10:30
7184,M00152,2026-03-12,swimming pool,12:30
7185,M00156,2026-03-29,basketball,07:00
7186,M00534,2026-03-24,football,15:45
7187,M00065,2026-04-26,swimming pool,09:30
7188,M00058,2026-03-28,swimming pool,06:30
7189,M00234,2026-03-26,swimming pool,08:15
7190,M00122,2026-05-12,badminton,17:45
7191,M00018,2026-03-26,football,13:30
7192,M00153,2026-03-04,swimming pool,10:00
7193,M00007,2026-06-04,gym,10:30
7194,M00265,2026-08-16,swimming pool,09:30
7195,M00077,2026-03-13,gym,21:15
7196,M00272,2026-06-27,swimming pool,20:45
7197,M00558,2026-02-08,badminton,07:15
7198,M00099,2026-08-26,gym,19:15
7199,M00234,2026-01-24,swimming pool,21:00
7200,M00515,2026-01-28,gym,07:45
7201,M00155,2026-08-09,badminton,11:45
7202,M00353,2026-04-29,football,19:15
7203,M00341,2026-04-03,football,21:45
7204,M00290,2026-07-18,badminton,10:45
7205,M00219,2026-07-16,badminton,10:15
7206,M00506,2026-07-30,swimming pool,16:30
7207,M00303,2026-07-11,swimming pool,10:30
7208,M00208,2026-03-25,gym,08:45
7209,M00540,2026-06-23,football,11:00
7210,M00340,2026-01-12,swimming pool,14:30
7211,M00375,2026-02-28,football,11:45
7212,M00163,2026-01-02,badminton,20:45
7213,M00485,2026-04-22,basketball,18:00
7214,M00546,2026-02-02,football,21:30
7215,M00329,2026-06-30,football,20:00
7216,M00133,2026-01-15,basketball,16:15
7217,M00074,2026-06-25,swimming pool,18:30
7218,M00195,2026-01-27,badminton,10:45
7219,M00132,2026-01-25,gym,21:30
7220,M00085,2026-03-07,badminton,13:00
7221,M00125,2026-01-04,basketball,08:30
7222,M00294,2026-04-02,swimming pool,18:30
7223,M00361,2026-07-01,basketball,15:30
7224,M00210,2026-02-24,gym,21:00
7225,M00126,2026-06-24,badminton,13:15
7226,M00249,2026-08-16,badminton,20:15
7227,M00443,2026-08-04,football,20:00
7228,M00095,2026-01-07,gym,12:30
7229,M00232,2026-03-17,badminton,21:30
7230,M00556,2026-06-29,badminton,19:00
7231,M00544,2026-05-15,football,08:45
7232,M00525,2026-04-14,gym,10:00
7233,M00376,2026-05-27,football,10:45
7234,M00262,2026-02-25,basketball,19:15
7235,M00528,2026-02-02,basketball,15:00
7236,M00216,2026-02-24,gym,11:15
7237,M00191,2026-02-28,football,16:30
7238,M00571,2026-01-11,basketball,06:30
7239,M00462,2026-02-22,gym,15:15
7240,M00406,2026-05-23,basketball,15:45
7241,M00483,2026-07-05,basketball,14:00
7242,M00471,2026-01-05,swimming pool,18:45
7243,M00421,2026-08-09,badminton,18:00
7244,M00004,2026-06-22,basketball,18:15
7245,M00166,2026-08-07,football,10:00
7246,M00186,2026-07-21,football,10:00
7247,M00595,2026-08-01,swimming pool,19:15
7248,M00493,2026-05-23,badminton,20:15
7249,M00437,2026-03-08,swimming pool,12:15
7250,M00012,2026-08-21,badminton,17:45
7251,M00584,2026-02-12,gym,18:45
7252,M00407,2026-01-09,badminton,17:15
7253,M00097,2026-02-16,swimming pool,14:30
7254,M00211,2026-03-29,football,14:00
7255,M00116,2026-05-14,badminton,19:30
7256,M00101,2026-02-09,badminton,11:00
7257,M00030,2026-08-12,basketball,13:45
7258,M00571,2026-06-24,gym,21:00
7259,M00315,2026-05-24,swimming pool,18:30
7260,M00542,2026-01-25,gym,19:30
7261,M00594,2026-03-31,badminton,17:30
7262,M00171,2026-01-19,football,13:45
7263,M00588,2026-07-13,swimming pool,09:15
7264,M00420,2026-02-19,basketball,16:45
7265,M00182,2026-05-06,basketball,20:45
7266,M00533,2026-05-07,basketball,21:30
7267,M00582,2026-02-23,badminton,19:00
7268,M00214,2026-08-02,badminton,08:45
7269,M00264,2026-06-02,gym,17:15
7270,M00569,2026-01-07,football,15:15
7271,M00443,2026-07-21,basketball,10:15
7272,M00206,2026-06-05,football,06:45
7273,M00416,2026-01-30,badminton,06:00
7274,M00097,2026-01-20,gym,13:00
7275,M00343,2026-03-20,football,06:30
7276,M00290,2026-02-16,swimming pool,19:30
7277,M00512,2026-06-08,swimming pool,08:30
7278,M00600,2026-06-04,gym,08:00
7279,M00538,2026-04-11,gym,18:30
7280,M00472,2026-06-30,football,06:30
7281,M00585,2026-01-23,badminton,21:15
7282,M00544,2026-06-19,gym,18:45
7283,M00587,2026-04-08,basketball,13:45
7284,M00463,2026-02-16,gym,18:00
7285,M00047,2026-07-25,swimming pool,12:45
7286,M00186,2026-04-21,badminton,13:15
7287,M00059,2026-04-04,football,18:45
7288,M00163,2026-08-18,badminton,17:45
7289,M00107,2026-06-20,badminton,17:45
7290,M00201,2026-02-10,basketball,20:00
7291,M00122,2026-01-30,badminton,15:00
7292,M00478,2026-06-23,basketball,12:15
7293,M00424,2026-01-02,football,19:30
7294,M00417,2026-05-11,football,19:00
7295,M00036,2026-08-26,football,16:45
7296,M00206,2026-08-30,badminton,18:45
7297,M00301,2026-08-01,swimming pool,12:45
7298,M00281,2026-03-11,basketball,07:15
7299,M00392,2026-02-21,swimming pool,21:45
7300,M00505,2026-06-18,basketball,17:45
7301,M00271,2026-07-08,badminton,20:45
7302,M00395,2026-06-08,badminton,14:45
7303,M00081,2026-03-31,badminton,13:30
7304,M00454,2026-08-21,badminton,16:00
7305,M00133,2026-03-06,gym,17:15
7306,M00454,2026-05-07,swimming pool,06:30
7307,M00537,2026-06-06,basketball,16:15
7308,M00265,2026-03-27,gym,13:45
7309,M00358,2026-03-13,football,07:45
7310,M00538,2026-01-02,badminton,13:15
7311,M00204,2026-07-06,football,17:45
7312,M00595,2026-02-18,swimming pool,09:15
7313,M00417,2026-06-03,basketball,15:00
7314,M00284,2026-07-27,gym,21:15
7315,M00470,2026-02-23,gym,14:00
7316,M00361,2026-01-01,basketball,12:15
7317,M00264,2026-08-03,gym,16:00
7318,M00047,2026-07-25,swimming pool,19:30
7319,M00529,2026-02-28,football,20:45
7320,M00211,2026-02-21,badminton,18:45
7321,M00288,2026-06-15,basketball,14:45
7322,M00443,2026-07-10,gym,13:15
7323,M00140,2026-08-20,basketball,12:45
7324,M00271,2026-01-29,badminton,10:00
7325,M00590,2026-03-14,gym,07:00
7326,M00022,2026-02-15,basketball,19:00
7327,M00495,2026-07-25,football,09:30
7328,M00118,2026-04-11,badminton,14:45
7329,M00488,2026-05-25,basketball,12:15
7330,M00242,2026-08-09,gym,19:00
7331,M00270,2026-03-06,swimming pool,16:45
7332,M00381,2026-03-11,basketball,12:30
7333,M00024,2026-08-31,badminton,11:45
7334,M00033,2026-02-17,basketball,06:45
7335,M00541,2026-05-01,badminton,19:45
7336,M00062,2026-05-04,gym,09:15
7337,M00187,2026-03-03,basketball,09:15
7338,M00584,2026-01-29,swimming pool,12:45
7339,M00473,2026-03-06,badminton,15:00
7340,M00213,2026-08-21,swimming pool,21:45
7341,M00513,2026-04-25,gym,16:00
7342,M00502,2026-05-29,gym,07:45
7343,M00373,2026-01-31,gym,19:30
7344,M00042,2026-05-07,gym,20:15
7345,M00551,2026-06-24,badminton,20:30
7346,M00525,2026-02-20,gym,13:30
7347,M00530,2026-08-04,badminton,20:15
7348,M00444,2026-08-27,badminton,15:00
7349,M00299,2026-08-13,badminton,10:45
7350,M00190,2026-05-12,gym,06:15
7351,M00121,2026-08-10,basketball,13:45
7352,M00263,2026-03-04,gym,19:45
7353,M00532,2026-03-25,football,14:30
7354,M00274,2026-08-16,gym,16:15
7355,M00025,2026-02-21,swimming pool,07:45
7356,M00381,2026-04-22,gym,16:15
7357,M00434,2026-06-08,football,07:00
7358,M00371,2026-02-10,swimming pool,07:15
7359,M00412,2026-04-08,swimming pool,13:00
7360,M00170,2026-08-22,swimming pool,17:45
7361,M00362,2026-03-09,gym,13:00
7362,M00451,2026-06-02,football,09:30
7363,M00282,2026-07-26,gym,11:45
7364,M00214,2026-08-25,swimming pool,06:00
7365,M00150,2026-08-10,football,17:15
7366,M00096,2026-05-23,badminton,06:00
7367,M00300,2026-02-02,swimming pool,08:15
7368,M00040,2026-07-14,basketball,10:00
7369,M00309,2026-05-16,gym,07:15
7370,M00058,2026-08-21,badminton,15:30
7371,M00460,2026-02-25,football,17:45
7372,M00498,2026-06-03,basketball,12:15
7373,M00278,2026-08-01,badminton,16:15
7374,M00539,2026-08-01,gym,17:00
7375,M00549,2026-02-10,basketball,10:15
7376,M00528,2026-08-11,swimming pool,19:30
7377,M00135,2026-05-31,badminton,09:30
7378,M00190,2026-08-11,badminton,17:45
7379,M00429,2026-07-18,football,08:30
7380,M00347,2026-06-01,gym,13:00
7381,M00526,2026-02-01,football,19:30
7382,M00311,2026-03-09,football,20:45
7383,M00106,2026-06-22,badminton,06:30
7384,M00525,2026-05-22,badminton,09:30
7385,M00032,2026-05-11,football,10:30
7386,M00296,2026-04-15,badminton,07:15
7387,M00341,2026-01-07,basketball,19:30
7388,M00355,2026-07-20,badminton,12:30
7389,M00341,2026-05-11,football,08:00
7390,M00520,2026-07-13,swimming pool,10:45
7391,M00450,2026-07-18,badminton,15:45
7392,M00463,2026-06-10,basketball,21:30
7393,M00382,2026-05-28,swimming pool,17:30
7394,M00121,2026-02-02,swimming pool,20:15
7395,M00296,2026-07-08,football,13:45
7396,M00482,2026-06-07,gym,06:45
7397,M00064,2026-07-01,badminton,16:30
7398,M00292,2026-05-21,badminton,19:45
7399,M00272,2026-08-25,gym,19:45
7400,M00136,2026-02-20,football,16:45
7401,M00501,2026-01-31,swimming pool,16:30
7402,M00227,2026-03-29,gym,11:45
7403,M00442,2026-04-25,badminton,06:45
7404,M00309,2026-02-01,swimming pool,10:45
7405,M00152,2026-06-23,basketball,18:30
7406,M00203,2026-07-26,gym,15:30
7407,M00116,2026-06-27,swimming pool,14:00
7408,M00509,2026-08-21,gym,07:30
7409,M00290,2026-04-04,badminton,13:30
7410,M00362,2026-04-02,football,16:30
7411,M00446,2026-07-25,swimming pool,09:45
7412,M00572,2026-06-19,swimming pool,12:30
7413,M00496,2026-06-29,basketball,19:00
7414,M00574,2026-07-30,football,17:00
7415,M00309,2026-07-25,football,08:00
7416,M00515,2026-04-17,gym,15:15
7417,M00082,2026-05-02,gym,17:30
7418,M00483,2026-05-24,badminton,11:00
7419,M00593,2026-04-27,football,13:15
7420,M00401,2026-05-23,basketball,07:15
7421,M00071,2026-06-21,basketball,07:30
7422,M00026,2026-01-23,gym,17:30
7423,M00566,2026-02-20,football,08:00
7424,M00111,2026-04-05,swimming pool,11:00
7425,M00166,2026-04-14,badminton,07:00
7426,M00195,2026-06-25,swimming pool,12:45
7427,M00249,2026-05-08,football,07:15
7428,M00003,2026-06-20,swimming pool,20:15
7429,M00065,2026-05-24,football,12:30
7430,M00291,2026-08-29,basketball,09:45
7431,M00464,2026-04-21,basketball,13:30
7432,M00139,2026-07-09,gym,13:30
7433,M00525,2026-06-29,gym,11:30
7434,M00191,2026-07-10,basketball,19:30
7435,M00493,2026-03-13,swimming pool,19:30
7436,M00282,2026-08-06,gym,14:45
7437,M00573,2026-02-19,swimming pool,21:45
7438,M00417,2026-03-03,basketball,16:00
7439,M00563,2026-05-02,basketball,15:30
7440,M00581,2026-02-13,badminton,18:45
7441,M00091,2026-03-20,badminton,18:15
7442,M00583,2026-06-07,badminton,13:00
7443,M00335,2026-03-26,basketball,18:30
7444,M00148,2026-02-20,football,14:00
7445,M00157,2026-06-10,basketball,06:45
7446,M00275,2026-07-16,football,18:45
7447,M00429,2026-06-20,football,08:00
7448,M00551,2026-02-16,swimming pool,10:15
7449,M00140,2026-03-10,basketball,21:15
7450,M00191,2026-08-20,gym,13:45
7451,M00213,2026-02-28,basketball,14:00
7452,M00397,2026-06-22,gym,12:45
7453,M00504,2026-08-24,badminton,16:45
7454,M00514,2026-03-04,gym,14:30
7455,M00336,2026-05-30,basketball,16:45
7456,M00409,2026-06-16,badminton,20:45
7457,M00576,2026-06-23,gym,07:30
7458,M00346,2026-01-18,swimming pool,18:45
7459,M00435,2026-03-08,badminton,14:15
7460,M00425,2026-08-23,swimming pool,11:45
7461,M00038,2026-04-05,basketball,09:30
7462,M00445,2026-04-01,swimming pool,14:30
7463,M00182,2026-01-11,gym,15:15
7464,M00090,2026-06-25,football,19:45
7465,M00257,2026-04-27,gym,17:15
7466,M00052,2026-03-05,badminton,08:00
7467,M00586,2026-05-16,badminton,06:30
7468,M00419,2026-04-06,gym,13:15
7469,M00325,2026-08-14,football,16:00
7470,M00557,2026-01-23,badminton,12:15
7471,M00191,2026-07-01,football,21:45
7472,M00421,2026-07-01,swimming pool,11:45
7473,M00049,2026-07-19,badminton,10:15
7474,M00210,2026-05-21,gym,06:45
7475,M00042,2026-08-24,football,08:45
7476,M00045,2026-01-10,badminton,10:15
7477,M00084,2026-05-16,badminton,17:45
7478,M00303,2026-05-29,basketball,17:00
7479,M00342,2026-08-05,swimming pool,21:00
7480,M00185,2026-03-31,football,19:00
7481,M00116,2026-07-25,badminton,12:30
7482,M00516,2026-07-30,swimming pool,07:30
7483,M00007,2026-06-10,basketball,21:30
7484,M00127,2026-02-26,gym,19:00
7485,M00012,2026-06-02,swimming pool,10:00
7486,M00412,2026-05-21,football,20:30
7487,M00348,2026-07-25,swimming pool,20:00
7488,M00290,2026-04-25,swimming pool,10:00
7489,M00291,2026-03-04,gym,10:45
7490,M00289,2026-03-05,gym,11:45
7491,M00436,2026-04-16,badminton,18:00
7492,M00180,2026-02-26,swimming pool,18:00
7493,M00424,2026-04-02,badminton,06:45
7494,M00150,2026-03-06,basketball,16:30
7495,M00347,2026-02-08,basketball,20:15
7496,M00056,2026-06-22,swimming pool,18:45
7497,M00059,2026-02-06,basketball,16:00
7498,M00008,2026-01-02,badminton,19:45
7499,M00043,2026-04-20,football,06:30
7500,M00474,2026-01-20,gym,11:00
7501,M00536,2026-01-24,basketball,20:15
7502,M00185,2026-03-03,badminton,12:15
7503,M00237,2026-01-05,badminton,14:30
7504,M00597,2026-06-29,badminton,08:45
7505,M00339,2026-05-02,gym,20:30
7506,M00193,2026-02-07,gym,13:00
7507,M00152,2026-03-11,swimming pool,18:30
7508,M00423,2026-07-11,football,16:30
7509,M00114,2026-05-27,gym,10:00
7510,M00312,2026-01-18,gym,16:30
7511,M00558,2026-05-10,gym,16:00
7512,M00052,2026-06-05,swimming pool,12:30
7513,M00401,2026-07-18,badminton,13:15
7514,M00427,2026-02-21,swimming pool,06:30
7515,M00494,2026-07-01,badminton,15:15
7516,M00477,2026-06-29,gym,06:30
7517,M00123,2026-04-14,badminton,13:45
7518,M00460,2026-01-09,swimming pool,09:45
7519,M00011,2026-08-01,badminton,20:00
7520,M00114,2026-07-29,swimming pool,16:15
7521,M00566,2026-08-19,swimming pool,12:45
7522,M00095,2026-04-25,football,17:45
7523,M00542,2026-01-28,basketball,18:45
7524,M00384,2026-01-10,badminton,09:45
7525,M00243,2026-06-26,football,13:00
