member_id,attendance_date,facility,check_in_time
M00425,2026-07-21,Swimming Pool,07:15
M00061,2026-04-10,Football,17:00
M00440,2026-03-23,Basketball,08:15
M00113,2026-01-31,Football,19:00
M00065,2026-05-19,Gym,09:15
M00236,2026-08-12,Football,13:15
M00061,2026-02-16,Badminton,17:45
M00595,2026-07-04,Swimming Pool,07:45
M00155,2026-02-26,Gym,15:30
M00441,2026-05-23,Football,09:00
M00597,2026-06-30,Basketball,09:45
M00561,2026-01-13,Badminton,17:00
M00353,2026-02-11,Gym,08:15
M00051,2026-08-04,Swimming Pool,19:00
M00532,2026-02-01,Basketball,14:00
M00571,2026-07-16,Gym,14:30
M00417,2026-08-03,Gym,08:45
M00105,2026-03-07,Gym,13:30
M00436,2026-05-25,Badminton,14:30
M00580,2026-08-13,Badminton,06:45
M00012,2026-06-01,Badminton,07:45
M00135,2026-06-27,Basketball,14:30
M00408,2026-04-21,Football,13:30
M00586,2026-06-17,Gym,21:30
M00146,2026-06-05,Badminton,08:30
M00147,2026-06-20,Football,06:30
M00368,2026-04-27,Basketball,19:15
M00324,2026-08-06,Swimming Pool,15:45
M00416,2026-07-12,Basketball,08:30
M00200,2026-01-12,Gym,18:30
M00508,2026-02-05,Football,18:00
M00481,2026-03-17,Basketball,16:00
M00138,2026-07-20,Basketball,10:45
M00398,2026-01-22,Gym,18:45
M00141,2026-07-16,Football,18:45
M00009,2026-07-16,Swimming Pool,15:15
M00277,2026-07-26,Basketball,19:45
M00048,2026-02-01,Basketball,17:45
M00162,2026-08-03,Basketball,21:30
M00046,2026-02-10,Gym,17:45
M00136,2026-02-22,Gym,10:30
M00152,2026-03-12,Swimming Pool,12:30
M00156,2026-03-29,Basketball,07:00
M00534,2026-03-24,Football,15:45
M00065,2026-04-26,Swimming Pool,09:30
M00058,2026-03-28,Swimming Pool,06:30
M00234,2026-03-26,Swimming Pool,08:15
M00122,2026-05-12,Badminton,17:45
M00018,2026-03-26,Football,13:30
M00153,2026-03-04,Swimming Pool,10:00
M00007,2026-06-04,Gym,10:30
M00265,2026-08-16,Swimming Pool,09:30
M00077,2026-03-13,Gym,21:15
M00272,2026-06-27,Swimming Pool,20:45
M00558,2026-02-08,Badminton,07:15
M00099,2026-08-26,Gym,19:15
M00234,2026-01-24,Swimming Pool,21:00
M00515,2026-01-28,Gym,07:45
M00155,2026-08-09,Badminton,11:45
M00353,2026-04-29,Football,19:15
M00341,2026-04-03,Football,21:45
M00290,2026-07-18,Badminton,10:45
M00219,2026-07-16,Badminton,10:15
M00506,2026-07-30,Swimming Pool,16:30
M00303,2026-07-11,Swimming Pool,10:30
M00208,2026-03-25,Gym,08:45
M00540,2026-06-23,Football,11:00
M00340,2026-01-12,Swimming Pool,14:30
M00375,2026-02-28,Football,11:45
M00163,2026-01-02,Badminton,20:45
M00485,2026-04-22,Basketball,18:00
M00546,2026-02-02,Football,21:30
M00329,2026-06-30,Football,20:00
M00133,2026-01-15,Basketball,16:15
M00074,2026-06-25,Swimming Pool,18:30
M00195,2026-01-27,Badminton,10:45
M00132,2026-01-25,Gym,21:30
M00085,2026-03-07,Badminton,13:00
M00125,2026-01-04,Basketball,08:30
M00294,2026-04-02,Swimming Pool,18:30
M00361,2026-07-01,Basketball,15:30
M00210,2026-02-24,Gym,21:00
M00126,2026-06-24,Badminton,13:15
M00249,2026-08-16,Badminton,20:15
M00443,2026-08-04,Football,20:00
M00095,2026-01-07,Gym,12:30
M00232,2026-03-17,Badminton,21:30
M00556,2026-06-29,Badminton,19:00
M00544,2026-05-15,Football,08:45
M00525,2026-04-14,Gym,10:00
M00376,2026-05-27,Football,10:45
M00262,2026-02-25,Basketball,19:15
M00528,2026-02-02,Basketball,15:00
M00216,2026-02-24,Gym,11:15
M00191,2026-02-28,Football,16:30
M00571,2026-01-11,Basketball,06:30
M00462,2026-02-22,Gym,15:15
M00406,2026-05-23,Basketball,15:45
M00483,2026-07-05,Basketball,14:00
M00471,2026-01-05,Swimming Pool,18:45
M00421,2026-08-09,Badminton,18:00
M00004,2026-06-22,Basketball,18:15
M00166,2026-08-07,Football,10:00
M00186,2026-07-21,Football,10:00
M00595,2026-08-01,Swimming Pool,19:15
M00493,2026-05-23,Badminton,20:15
M00437,2026-03-08,Swimming Pool,12:15
M00012,2026-08-21,Badminton,17:45
M00584,2026-02-12,Gym,18:45
M00407,2026-01-09,Badminton,17:15
M00097,2026-02-16,Swimming Pool,14:30
M00211,2026-03-29,Football,14:00
M00116,2026-05-14,Badminton,19:30
M00101,2026-02-09,Badminton,11:00
M00030,2026-08-12,Basketball,13:45
M00571,2026-06-24,Gym,21:00
M00315,2026-05-24,Swimming Pool,18:30
M00542,2026-01-25,Gym,19:30
M00594,2026-03-31,Badminton,17:30
M00171,2026-01-19,Football,13:45
M00588,2026-07-13,Swimming Pool,09:15
M00420,2026-02-19,Basketball,16:45
M00182,2026-05-06,Basketball,20:45
M00533,2026-05-07,Basketball,21:30
M00582,2026-02-23,Badminton,19:00
M00214,2026-08-02,Badminton,08:45
M00264,2026-06-02,Gym,17:15
M00569,2026-01-07,Football,15:15
M00443,2026-07-21,Basketball,10:15
M00206,2026-06-05,Football,06:45
M00416,2026-01-30,Badminton,06:00
M00097,2026-01-20,Gym,13:00
M00343,2026-03-20,Football,06:30
M00290,2026-02-16,Swimming Pool,19:30
M00512,2026-06-08,Swimming Pool,08:30
M00600,2026-06-04,Gym,08:00
M00538,2026-04-11,Gym,18:30
M00472,2026-06-30,Football,06:30
M00585,2026-01-23,Badminton,21:15
M00544,2026-06-19,Gym,18:45
M00587,2026-04-08,Basketball,13:45
M00463,2026-02-16,Gym,18:00
M00047,2026-07-25,Swimming Pool,12:45
M00186,2026-04-21,Badminton,13:15
M00059,2026-04-04,Football,18:45
M00163,2026-08-18,Badminton,17:45
M00107,2026-06-20,Badminton,17:45
M00201,2026-02-10,Basketball,20:00
M00122,2026-01-30,Badminton,15:00
M00478,2026-06-23,Basketball,12:15
M00424,2026-01-02,Football,19:30
M00417,2026-05-11,Football,19:00
M00036,2026-08-26,Football,16:45
M00206,2026-08-30,Badminton,18:45
M00301,2026-08-01,Swimming Pool,12:45
M00281,2026-03-11,Basketball,07:15
M00392,2026-02-21,Swimming Pool,21:45
M00505,2026-06-18,Basketball,17:45
M00271,2026-07-08,Badminton,20:45
M00395,2026-06-08,Badminton,14:45
M00081,2026-03-31,Badminton,13:30
M00454,2026-08-21,Badminton,16:00
M00133,2026-03-06,Gym,17:15
M00454,2026-05-07,Swimming Pool,06:30
M00537,2026-06-06,Basketball,16:15
M00265,2026-03-27,Gym,13:45
M00358,2026-03-13,Football,07:45
M00538,2026-01-02,Badminton,13:15
M00204,2026-07-06,Football,17:45
M00595,2026-02-18,Swimming Pool,09:15
M00417,2026-06-03,Basketball,15:00
M00284,2026-07-27,Gym,21:15
M00470,2026-02-23,Gym,14:00
M00361,2026-01-01,Basketball,12:15
M00264,2026-08-03,Gym,16:00
M00047,2026-07-25,Swimming Pool,19:30
M00529,2026-02-28,Football,20:45
M00211,2026-02-21,Badminton,18:45
M00288,2026-06-15,Basketball,14:45
M00443,2026-07-10,Gym,13:15
M00140,2026-08-20,Basketball,12:45
M00271,2026-01-29,Badminton,10:00
M00590,2026-03-14,Gym,07:00
M00022,2026-02-15,Basketball,19:00
M00495,2026-07-25,Football,09:30
M00118,2026-04-11,Badminton,14:45
M00488,2026-05-25,Basketball,12:15
M00242,2026-08-09,Gym,19:00
M00270,2026-03-06,Swimming Pool,16:45
M00381,2026-03-11,Basketball,12:30
M00024,2026-08-31,Badminton,11:45
M00033,2026-02-17,Basketball,06:45
M00541,2026-05-01,Badminton,19:45
M00062,2026-05-04,Gym,09:15
M00187,2026-03-03,Basketball,09:15
M00584,2026-01-29,Swimming Pool,12:45
M00473,2026-03-06,Badminton,15:00
M00213,2026-08-21,Swimming Pool,21:45
M00513,2026-04-25,Gym,16:00
M00502,2026-05-29,Gym,07:45
M00373,2026-01-31,Gym,19:30
M00042,2026-05-07,Gym,20:15
M00551,2026-06-24,Badminton,20:30
M00525,2026-02-20,Gym,13:30
M00530,2026-08-04,Badminton,20:15
M00444,2026-08-27,Badminton,15:00
M00299,2026-08-13,Badminton,10:45
M00190,2026-05-12,Gym,06:15
M00121,2026-08-10,Basketball,13:45
M00263,2026-03-04,Gym,19:45
M00532,2026-03-25,Football,14:30
M00274,2026-08-16,Gym,16:15
M00025,2026-02-21,Swimming Pool,07:45
M00381,2026-04-22,Gym,16:15
M00434,2026-06-08,Football,07:00
M00371,2026-02-10,Swimming Pool,07:15
M00412,2026-04-08,Swimming Pool,13:00
M00170,2026-08-22,Swimming Pool,17:45
M00362,2026-03-09,Gym,13:00
M00451,2026-06-02,Football,09:30
M00282,2026-07-26,Gym,11:45
M00214,2026-08-25,Swimming Pool,06:00
M00150,2026-08-10,Football,17:15
M00096,2026-05-23,Badminton,06:00
M00300,2026-02-02,Swimming Pool,08:15
M00040,2026-07-14,Basketball,10:00
M00309,2026-05-16,Gym,07:15
M00058,2026-08-21,Badminton,15:30
M00460,2026-02-25,Football,17:45
M00498,2026-06-03,Basketball,12:15
M00278,2026-08-01,Badminton,16:15
M00539,2026-08-01,Gym,17:00
M00549,2026-02-10,Basketball,10:15
M00528,2026-08-11,Swimming Pool,19:30
M00135,2026-05-31,Badminton,09:30
M00190,2026-08-11,Badminton,17:45
M00429,2026-07-18,Football,08:30
M00347,2026-06-01,Gym,13:00
M00526,2026-02-01,Football,19:30
M00311,2026-03-09,Football,20:45
M00106,2026-06-22,Badminton,06:30
M00525,2026-05-22,Badminton,09:30
M00032,2026-05-11,Football,10:30
M00296,2026-04-15,Badminton,07:15
M00341,2026-01-07,Basketball,19:30
M00355,2026-07-20,Badminton,12:30
M00341,2026-05-11,Football,08:00
M00520,2026-07-13,Swimming Pool,10:45
M00450,2026-07-18,Badminton,15:45
M00463,2026-06-10,Basketball,21:30
M00382,2026-05-28,Swimming Pool,17:30
M00121,2026-02-02,Swimming Pool,20:15
M00296,2026-07-08,Football,13:45
M00482,2026-06-07,Gym,06:45
M00064,2026-07-01,Badminton,16:30
M00292,2026-05-21,Badminton,19:45
M00272,2026-08-25,Gym,19:45
M00136,2026-02-20,Football,16:45
M00501,2026-01-31,Swimming Pool,16:30
M00227,2026-03-29,Gym,11:45
M00442,2026-04-25,Badminton,06:45
M00309,2026-02-01,Swimming Pool,10:45
M00152,2026-06-23,Basketball,18:30
M00203,2026-07-26,Gym,15:30
M00116,2026-06-27,Swimming Pool,14:00
M00509,2026-08-21,Gym,07:30
M00290,2026-04-04,Badminton,13:30
M00362,2026-04-02,Football,16:30
M00446,2026-07-25,Swimming Pool,09:45
M00572,2026-06-19,Swimming Pool,12:30
M00496,2026-06-29,Basketball,19:00
M00574,2026-07-30,Football,17:00
M00309,2026-07-25,Football,08:00
M00515,2026-04-17,Gym,15:15
M00082,2026-05-02,Gym,17:30
M00483,2026-05-24,Badminton,11:00
M00593,2026-04-27,Football,13:15
M00401,2026-05-23,Basketball,07:15
M00071,2026-06-21,Basketball,07:30
M00026,2026-01-23,Gym,17:30
M00566,2026-02-20,Football,08:00
M00111,2026-04-05,Swimming Pool,11:00
M00166,2026-04-14,Badminton,07:00
M00195,2026-06-25,Swimming Pool,12:45
M00249,2026-05-08,Football,07:15
M00003,2026-06-20,Swimming Pool,20:15
M00065,2026-05-24,Football,12:30
M00291,2026-08-29,Basketball,09:45
M00464,2026-04-21,Basketball,13:30
M00139,2026-07-09,Gym,13:30
M00525,2026-06-29,Gym,11:30
M00191,2026-07-10,Basketball,19:30
M00493,2026-03-13,Swimming Pool,19:30
M00282,2026-08-06,Gym,14:45
M00573,2026-02-19,Swimming Pool,21:45
M00417,2026-03-03,Basketball,16:00
M00563,2026-05-02,Basketball,15:30
M00581,2026-02-13,Badminton,18:45
M00091,2026-03-20,Badminton,18:15
M00583,2026-06-07,Badminton,13:00
M00335,2026-03-26,Basketball,18:30
M00148,2026-02-20,Football,14:00
M00157,2026-06-10,Basketball,06:45
M00275,2026-07-16,Football,18:45
M00429,2026-06-20,Football,08:00
M00551,2026-02-16,Swimming Pool,10:15
M00140,2026-03-10,Basketball,21:15
M00191,2026-08-20,Gym,13:45
M00213,2026-02-28,Basketball,14:00
M00397,2026-06-22,Gym,12:45
M00504,2026-08-24,Badminton,16:45
M00514,2026-03-04,Gym,14:30
M00336,2026-05-30,Basketball,16:45
M00409,2026-06-16,Badminton,20:45
M00576,2026-06-23,Gym,07:30
M00346,2026-01-18,Swimming Pool,18:45
M00435,2026-03-08,Badminton,14:15
M00425,2026-08-23,Swimming Pool,11:45
M00038,2026-04-05,Basketball,09:30
M00445,2026-04-01,Swimming Pool,14:30
M00182,2026-01-11,Gym,15:15
M00090,2026-06-25,Football,19:45
M00257,2026-04-27,Gym,17:15
M00052,2026-03-05,Badminton,08:00
M00586,2026-05-16,Badminton,06:30
M00419,2026-04-06,Gym,13:15
M00325,2026-08-14,Football,16:00
M00557,2026-01-23,Badminton,12:15
M00191,2026-07-01,Football,21:45
M00421,2026-07-01,Swimming Pool,11:45
M00049,2026-07-19,Badminton,10:15
M00210,2026-05-21,Gym,06:45
M00042,2026-08-24,Football,08:45
M00045,2026-01-10,Badminton,10:15
M00084,2026-05-16,Badminton,17:45
M00303,2026-05-29,Basketball,17:00
M00342,2026-08-05,Swimming Pool,21:00
M00185,2026-03-31,Football,19:00
M00116,2026-07-25,Badminton,12:30
M00516,2026-07-30,Swimming Pool,07:30
M00007,2026-06-10,Basketball,21:30
M00127,2026-02-26,Gym,19:00
M00012,2026-06-02,Swimming Pool,10:00
M00412,2026-05-21,Football,20:30
M00348,2026-07-25,Swimming Pool,20:00
M00290,2026-04-25,Swimming Pool,10:00
M00291,2026-03-04,Gym,10:45
M00289,2026-03-05,Gym,11:45
M00436,2026-04-16,Badminton,18:00
M00180,2026-02-26,Swimming Pool,18:00
M00424,2026-04-02,Badminton,06:45
M00150,2026-03-06,Basketball,16:30
M00347,2026-02-08,Basketball,20:15
M00056,2026-06-22,Swimming Pool,18:45
M00059,2026-02-06,Basketball,16:00
M00008,2026-01-02,Badminton,19:45
M00043,2026-04-20,Football,06:30
M00474,2026-01-20,Gym,11:00
M00536,2026-01-24,Basketball,20:15
M00185,2026-03-03,Badminton,12:15
M00237,2026-01-05,Badminton,14:30
M00597,2026-06-29,Badminton,08:45
M00339,2026-05-02,Gym,20:30
M00193,2026-02-07,Gym,13:00
M00152,2026-03-11,Swimming Pool,18:30
M00423,2026-07-11,Football,16:30
M00114,2026-05-27,Gym,10:00
M00312,2026-01-18,Gym,16:30
M00558,2026-05-10,Gym,16:00
M00052,2026-06-05,Swimming Pool,12:30
M00401,2026-07-18,Badminton,13:15
M00427,2026-02-21,Swimming Pool,06:30
M00494,2026-07-01,Badminton,15:15
M00477,2026-06-29,Gym,06:30
M00123,2026-04-14,Badminton,13:45
M00460,2026-01-09,Swimming Pool,09:45
M00011,2026-08-01,Badminton,20:00
M00114,2026-07-29,Swimming Pool,16:15
M00566,2026-08-19,Swimming Pool,12:45
M00095,2026-04-25,Football,17:45
M00542,2026-01-28,Basketball,18:45
M00384,2026-01-10,Badminton,09:45
M00243,2026-06-26,Football,13:00
M00071,2026-01-15,Badminton,17:00
M00388,2026-06-05,Football,12:15
M00076,2026-05-05,Football,12:45
M00295,2026-06-14,Basketball,06:30
M00308,2026-01-12,Basketball,17:30
M00364,2026-07-31,Swimming Pool,16:15
M00378,2026-04-30,Gym,21:45
M00378,2026-01-02,Football,14:45
M00185,2026-08-11,Gym,21:30
M00436,2026-02-07,Swimming Pool,20:00
M00595,2026-06-19,Swimming Pool,19:00
M00132,2026-08-27,Basketball,08:00
M00575,2026-04-22,Football,06:00
M00028,2026-06-05,Swimming Pool,19:00
M00070,2026-05-31,Badminton,06:00
M00479,2026-01-13,Gym,12:15
M00512,2026-06-26,Basketball,11:00
M00353,2026-08-26,Football,20:45
M00503,2026-08-06,Basketball,07:00
M00285,2026-06-21,Football,20:15
M00395,2026-05-10,Swimming Pool,09:00
M00577,2026-03-27,Basketball,18:30
M00445,2026-01-08,Basketball,20:15
M00326,2026-06-02,Badminton,18:00
M00172,2026-02-08,Gym,17:00
M00210,2026-04-05,Basketball,13:45
M00290,2026-07-07,Football,11:30
M00046,2026-01-13,Basketball,17:00
M00435,2026-04-30,Badminton,19:45
M00194,2026-04-03,Football,09:15
M00116,2026-05-06,Basketball,14:45
M00289,2026-05-08,Basketball,13:30
M00342,2026-06-17,Football,15:15
M00550,2026-03-02,Badminton,18:45
M00128,2026-02-15,Badminton,10:00
M00083,2026-06-06,Swimming Pool,07:45
M00261,2026-04-20,Football,09:15
M00391,2026-07-27,Basketball,09:00
M00583,2026-04-18,Football,12:15
M00379,2026-03-03,Gym,12:00
M00252,2026-07-15,Football,21:15
M00041,2026-03-24,Basketball,10:45
M00383,2026-03-01,Swimming Pool,16:30
M00183,2026-04-19,Swimming Pool,07:15
M00284,2026-07-18,Football,21:30
M00492,2026-05-10,Gym,09:15
M00572,2026-02-10,Basketball,12:30
M00378,2026-02-01,Basketball,13:15
M00131,2026-02-05,Football,13:00
M00452,2026-06-15,Basketball,19:30
M00009,2026-07-23,Swimming Pool,14:45
M00383,2026-08-03,Gym,16:30
M00494,2026-06-27,Basketball,21:00
M00470,2026-03-18,Swimming Pool,08:15
M00309,2026-02-24,Badminton,16:15
M00359,2026-03-05,Football,08:00
M00339,2026-05-07,Badminton,07:15
M00471,2026-02-10,Gym,14:00
M00193,2026-04-08,Football,17:45
M00361,2026-04-17,Swimming Pool,14:15
M00205,2026-05-28,Gym,19:45
M00472,2026-01-02,Football,16:30
M00017,2026-04-13,Football,14:15
M00594,2026-06-14,Badminton,14:00
M00062,2026-07-21,Gym,06:30
M00150,2026-08-08,Basketball,21:30
M00198,2026-03-31,Badminton,10:00
M00002,2026-01-28,Football,08:45
M00117,2026-02-24,Swimming Pool,13:30
M00460,2026-03-24,Swimming Pool,15:00
M00104,2026-01-23,Badminton,21:00
M00194,2026-03-18,Basketball,17:45
M00055,2026-06-14,Gym,19:30
M00166,2026-04-09,Swimming Pool,15:30
M00332,2026-03-14,Basketball,11:00
M00183,2026-02-01,Swimming Pool,16:30
M00399,2026-06-09,Swimming Pool,10:15
M00584,2026-03-14,Gym,21:00
M00456,2026-03-05,Badminton,13:30
M00395,2026-04-09,Gym,16:30
M00484,2026-06-25,Gym,07:45
M00052,2026-07-23,Swimming Pool,08:00
M00453,2026-05-28,Badminton,09:45
M00195,2026-03-28,Swimming Pool,08:30
M00088,2026-07-09,Swimming Pool,06:15
M00170,2026-03-16,Gym,21:30
M00409,2026-01-18,Basketball,07:30
M00447,2026-03-06,Gym,16:30
M00125,2026-02-19,Swimming Pool,12:45
M00402,2026-04-03,Gym,10:30
M00069,2026-03-26,Basketball,16:00
M00450,2026-06-15,Football,09:30
M00485,2026-05-21,Swimming Pool,07:30
M00182,2026-07-08,Badminton,11:15
M00088,2026-07-28,Football,09:00
M00290,2026-02-10,Football,14:00
M00298,2026-01-29,Badminton,06:00
M00222,2026-07-28,Football,17:45
M00592,2026-05-29,Swimming Pool,09:30
M00173,2026-04-16,Badminton,10:00
M00124,2026-08-01,Swimming Pool,06:00
M00462,2026-03-19,Gym,10:00
M00519,2026-06-15,Badminton,15:45
M00516,2026-05-12,Football,18:45
M00373,2026-06-09,Badminton,08:15
M00475,2026-02-17,Football,09:15
M00395,2026-04-28,Badminton,09:45
M00320,2026-03-11,Football,09:30
M00196,2026-07-23,Swimming Pool,09:00
M00098,2026-01-26,Swimming Pool,07:30
M00141,2026-02-25,Gym,17:45
M00547,2026-07-16,Swimming Pool,13:30
M00188,2026-05-20,Badminton,06:15
M00152,2026-08-14,Badminton,18:15
M00403,2026-05-03,Gym,13:15
M00011,2026-02-05,Badminton,13:30
M00163,2026-03-03,Football,19:45
M00041,2026-07-28,Basketball,21:45
M00031,2026-03-21,Swimming Pool,12:45
M00437,2026-07-01,Basketball,21:30
M00054,2026-05-19,Basketball,21:15
M00077,2026-01-11,Basketball,16:15
M00300,2026-08-04,Gym,06:15
M00224,2026-06-28,Gym,17:00
M00020,2026-06-26,Football,21:15
M00291,2026-07-24,Basketball,10:30
M00284,2026-02-16,Basketball,17:30
M00067,2026-04-22,Football,12:15
M00498,2026-08-05,Basketball,13:30
M00190,2026-02-26,Football,09:15
M00524,2026-05-28,Swimming Pool,18:15
M00171,2026-07-18,Basketball,19:00
M00490,2026-08-15,Gym,14:15
M00238,2026-04-01,Basketball,13:00
M00534,2026-06-07,Football,17:15
M00073,2026-07-30,Gym,19:15
M00083,2026-06-16,Swimming Pool,16:15
M00320,2026-07-01,Basketball,07:30
M00008,2026-07-28,Basketball,06:45
M00491,2026-04-06,Gym,15:30
M00592,2026-06-06,Football,18:15
M00355,2026-04-27,Basketball,19:45
M00129,2026-07-16,Gym,13:00
M00334,2026-08-22,Football,17:00
M00264,2026-05-22,Badminton,17:30
M00176,2026-02-11,Badminton,16:30
M00104,2026-02-20,Swimming Pool,07:30
M00069,2026-03-31,Badminton,09:45
M00214,2026-06-18,Badminton,09:00
M00027,2026-06-02,Basketball,21:30
M00351,2026-01-28,Swimming Pool,19:15
M00412,2026-07-13,Badminton,06:30
M00032,2026-03-06,Gym,21:15
M00509,2026-08-15,Swimming Pool,10:15
M00268,2026-02-04,Basketball,21:45
M00041,2026-07-01,Swimming Pool,11:15
M00559,2026-01-29,Swimming Pool,08:45
M00065,2026-08-16,Football,13:30
M00315,2026-06-22,Basketball,16:15
M00123,2026-01-19,Swimming Pool,20:30
M00596,2026-04-19,Swimming Pool,21:15
M00073,2026-01-23,Badminton,12:15
M00108,2026-08-18,Gym,18:15
M00247,2026-01-14,Basketball,16:30
M00027,2026-01-07,Swimming Pool,09:00
M00250,2026-06-30,Basketball,15:30
M00095,2026-06-23,Gym,07:15
M00070,2026-05-09,Swimming Pool,15:00
M00259,2026-01-07,Football,08:45
M00047,2026-02-04,Football,14:45
M00065,2026-04-19,Football,21:45
M00197,2026-02-17,Gym,15:45
M00012,2026-02-23,Swimming Pool,06:30
M00193,2026-06-14,Badminton,21:30
M00219,2026-07-05,Swimming Pool,15:30
M00133,2026-01-27,Gym,19:30
M00068,2026-08-11,Gym,06:30
M00405,2026-01-01,Gym,06:30
M00114,2026-02-21,Gym,13:30
M00376,2026-03-27,Basketball,15:15
M00049,2026-07-04,Basketball,10:15
M00238,2026-06-02,Badminton,19:45
M00134,2026-06-18,Gym,21:45
M00079,2026-07-01,Football,21:45
M00503,2026-04-19,Basketball,20:30
M00066,2026-02-25,Football,21:45
M00079,2026-02-02,Swimming Pool,08:15
M00468,2026-06-14,Swimming Pool,07:30
M00519,2026-05-02,Swimming Pool,07:30
M00370,2026-01-30,Football,14:30
M00350,2026-07-09,Football,19:00
M00468,2026-08-01,Swimming Pool,14:00
M00552,2026-05-23,Gym,21:45
M00320,2026-07-06,Gym,13:00
M00357,2026-08-13,Basketball,16:30
M00198,2026-08-21,Football,09:30
M00245,2026-06-19,Basketball,10:00
M00371,2026-08-19,Badminton,15:15
M00242,2026-05-30,Swimming Pool,20:00
M00578,2026-03-22,Badminton,06:45
M00234,2026-05-13,Badminton,19:45
M00009,2026-02-05,Gym,20:00
M00364,2026-02-20,Basketball,14:15
M00057,2026-06-25,Badminton,17:30
M00345,2026-07-13,Swimming Pool,16:30
M00290,2026-08-28,Gym,20:45
M00467,2026-04-30,Football,11:15
M00109,2026-07-15,Gym,07:45
M00144,2026-06-23,Gym,14:00
M00318,2026-05-07,Gym,09:15
M00303,2026-04-14,Gym,20:30
M00504,2026-05-18,Gym,14:00
M00024,2026-06-27,Badminton,19:45
M00496,2026-01-21,Football,19:30
M00280,2026-02-08,Basketball,10:30
M00308,2026-07-30,Basketball,07:30
M00577,2026-05-21,Basketball,21:00
M00118,2026-07-26,Gym,09:45
M00478,2026-07-19,Gym,13:15
M00161,2026-03-25,Basketball,07:30
M00301,2026-02-27,Gym,20:15
M00138,2026-03-20,Basketball,19:45
M00263,2026-06-03,Gym,12:00
M00268,2026-07-24,Swimming Pool,09:45
M00453,2026-06-09,Football,10:30
M00414,2026-08-04,Football,11:30
M00479,2026-01-06,Badminton,09:00
M00197,2026-01-16,Gym,19:30
M00251,2026-02-04,Swimming Pool,08:30
M00366,2026-06-26,Basketball,17:00
M00523,2026-07-21,Gym,11:45
M00377,2026-06-02,Gym,21:00
M00023,2026-03-04,Badminton,13:45
M00278,2026-02-20,Swimming Pool,17:45
M00481,2026-03-17,Gym,16:15
M00390,2026-02-05,Badminton,08:15
M00211,2026-02-01,Gym,16:30
M00112,2026-06-13,Gym,09:00
M00141,2026-01-08,Basketball,06:45
M00105,2026-03-05,Basketball,12:00
M00034,2026-04-03,Swimming Pool,11:00
M00317,2026-03-09,Swimming Pool,19:45
M00251,2026-07-11,Badminton,12:30
M00140,2026-03-22,Basketball,09:00
M00420,2026-01-28,Badminton,15:30
M00146,2026-04-16,Gym,14:30
M00323,2026-02-23,Basketball,16:15
M00412,2026-05-16,Swimming Pool,17:00
M00547,2026-01-28,Badminton,15:00
M00188,2026-07-24,Swimming Pool,10:15
M00356,2026-05-23,Badminton,13:30
M00524,2026-01-15,Swimming Pool,16:15
M00521,2026-05-13,Gym,16:00
M00508,2026-03-22,Gym,21:00
M00600,2026-06-25,Basketball,12:30
M00266,2026-07-21,Badminton,10:30
M00186,2026-03-13,Basketball,21:45
M00495,2026-03-06,Badminton,14:45
M00271,2026-07-23,Football,13:00
M00314,2026-04-20,Badminton,07:00
M00446,2026-01-03,Basketball,10:45
M00305,2026-05-20,Basketball,10:45
M00373,2026-07-26,Badminton,12:45
M00474,2026-06-01,Swimming Pool,17:30
M00389,2026-01-06,Football,09:15
M00125,2026-01-06,Badminton,06:45
M00161,2026-08-09,Badminton,14:30
M00203,2026-06-04,Basketball,07:00
M00445,2026-01-16,Football,13:15
M00259,2026-04-30,Gym,20:15
M00407,2026-02-04,Badminton,09:45
M00304,2026-02-21,Gym,18:00
M00223,2026-02-03,Badminton,07:15
M00599,2026-03-18,Swimming Pool,14:30
M00159,2026-04-28,Football,17:15
M00249,2026-04-20,Gym,21:30
M00584,2026-04-17,Badminton,16:30
M00363,2026-07-02,Football,17:45
M00520,2026-08-13,Gym,11:45
M00198,2026-07-05,Gym,21:30
M00148,2026-04-23,Gym,13:15
M00149,2026-08-27,Badminton,06:15
M00219,2026-06-03,Swimming Pool,18:15
M00488,2026-04-10,Gym,20:45
M00278,2026-07-01,Gym,14:00
M00285,2026-07-06,Basketball,16:30
M00102,2026-01-21,Swimming Pool,18:15
M00517,2026-01-21,Gym,06:30
M00007,2026-08-29,Swimming Pool,10:15
M00039,2026-05-03,Badminton,16:30
M00174,2026-07-23,Football,10:45
M00431,2026-05-06,Basketball,14:15
M00212,2026-06-09,Swimming Pool,16:30
M00223,2026-08-22,Swimming Pool,20:15
M00137,2026-07-03,Basketball,12:45
M00593,2026-02-17,Gym,17:00
M00043,2026-01-04,Swimming Pool,18:00
M00502,2026-04-23,Swimming Pool,08:30
M00199,2026-08-17,Badminton,18:45
M00352,2026-02-25,Basketball,08:30
M00366,2026-05-02,Swimming Pool,09:00
M00365,2026-02-16,Gym,12:00
M00570,2026-04-27,Swimming Pool,06:30
M00053,2026-05-02,Football,12:15
M00479,2026-04-26,Swimming Pool,09:15
M00488,2026-02-19,Badminton,08:30
M00530,2026-03-29,Gym,11:45
M00383,2026-06-05,Gym,10:45
M00558,2026-07-03,Gym,06:00
M00484,2026-02-08,Swimming Pool,06:45
M00088,2026-08-12,Swimming Pool,09:30
M00356,2026-02-16,Swimming Pool,16:45
M00039,2026-02-03,Swimming Pool,12:00
M00336,2026-07-27,Football,20:30
